,A,B
4919,TLR4,PRG4
4920,TLR4,S100A9
4921,TLR5,ZG16B
4922,TLR6,ZG16B
4923,TLR8,RNASET2
4924,TMIGD2,HHLA2
4925,TNFRSF10A,TNFSF10
4926,TNFRSF10B,TNFSF10
4927,TNFRSF10C,TNFSF10
4928,TNFRSF10D,TNFSF10
4929,TNFRSF11A,TNFSF11
4930,TNFRSF11B,TNFSF10
4931,TNFRSF11B,TNFSF11
4932,TNFRSF11B,VWF
4933,TNFRSF12A,TNFSF12
4934,TNFRSF13B,TNFSF13
4935,TNFRSF13B,TNFSF13B
4936,TNFRSF13C,TNFSF13B
4937,TNFRSF14,BTLA
4938,TNFRSF14,CD160
4939,TNFRSF14,LTA
4940,TNFRSF14,TNFSF14
4941,TNFRSF17,TNFSF13
4942,TNFRSF17,TNFSF13B
4943,TNFRSF18,TNFSF18
4944,TNFRSF1A,LTA
4945,TNFRSF1A,TNF
4946,TNFRSF1A,GRN
4947,TNFRSF1B,LTA
4948,TNFRSF1B,TNF
4949,TNFRSF1B,GRN
4950,TNFRSF21,APP
4951,TNFRSF21,PI16
4952,TNFRSF25,TNFSF15
4953,TNFRSF4,TNFSF4
4954,TNFRSF6B,FASLG
4955,TNFRSF6B,TNFSF14
4956,TNFRSF6B,TNFSF15
4957,TNFRSF8,TNFSF8
4958,TNFRSF9,TNFSF9
4959,TYRO3,GAS6
4960,TYRO3,PROS1
4961,UNC5C,NTN1
4962,VASN,TGFB1
4963,VASN,JAG1
4964,VASN,JAG2
4965,VIPR1,ADCYAP1
4966,VIPR2,ADCYAP1
4967,VLDLR,LRPAP1
4968,VLDLR,RELN
4969,VSIR,HLA-E
4970,VSIR,HLA-F
4971,VSIR,IGSF11
4972,VTCN1,BTLA
4973,WIF1,WNT1
4974,XCR1,XCL1
4975,XCR1,XCL2
4976,FCER2,CDH2
4977,ITGAX,FGA
4978,ITGAX,FGB
4979,ITGAX,FGG
4980,ITGAM,ICAM1
4981,CD209,ICAM2
4982,CD209,ICAM3
4983,CLEC4M,ICAM3
4984,EZR,L1CAM
4985,ITGA3,LAMA3
4986,ITGB1,LAMA3
4987,ITGA2,LAMC1
4988,ITGB1,LAMC1
4989,ITGA6,LAMC1
4990,ITGA7,LAMC1
4991,ITGAV,LAMC1
4992,ITGB3,LAMC1
4993,ITGAM,F10
4994,ITGB2,F10
4995,F2R,F2
4996,F2RL2,F2
4997,F2RL3,F2
4998,GP1BA,F2
4999,GP1BB,F2
5000,ITGA2B,F2
5001,ITGB3,F2
5002,ITGAV,F2
5003,THBD,F2
5004,ITGA4,TNC
5005,ITGA8,TNC
5006,ITGA9,TNC
5007,ITGB6,TNC
5008,ITGA2B,THBS1
5009,ITGB3,THBS1
5010,ITGA3,THBS1
5011,ITGB1,THBS1
5012,ITGAV,THBS1
5013,ITGA2B,VTN
5014,ITGA4,PLA2G2A
5015,ITGB1,PLA2G2A
5016,ITGA5,PLA2G2A
5017,CHRM1,CHAT
5018,CHRM2,CHAT
5019,CHRM3,CHAT
5020,CHRM4,CHAT
5021,CHRM5,CHAT
5022,CHRNA1,CHAT
5023,CHRNA2,CHAT
5024,CHRNB3,CHAT
5025,CHRNA3,CHAT
5026,CHRNA5,CHAT
5027,CHRNB2,CHAT
5028,CHRNB4,CHAT
5029,CHRNA4,CHAT
5030,CHRNA6,CHAT
5031,CHRNA7,CHAT
5032,ADORA1,NT5E
5033,ADORA1,SLC29A1
5034,ADORA2A,NT5E
5035,ADORA2A,SLC29A1
5036,ADORA2B,NT5E
5037,ADORA2B,SLC29A1
5038,ADORA3,NT5E
5039,ADORA3,SLC29A1
5040,ADORA1,SLC29A2
5041,ADORA2A,SLC29A2
5042,ADORA2B,SLC29A2
5043,ADORA3,SLC29A2
5044,ADORA1,SLC29A3
5045,ADORA2A,SLC29A3
5046,ADORA2B,SLC29A3
5047,ADORA3,SLC29A3
5048,ADORA1,SLC29A4
5049,ADORA2A,SLC29A4
5050,ADORA2B,SLC29A4
5051,ADORA3,SLC29A4
5052,ADRA1A,PNMT
5053,ADRA1A,SLC18A1
5054,ADRA1B,PNMT
5055,ADRA1B,SLC18A1
5056,ADRA1D,PNMT
5057,ADRA1D,SLC18A1
5058,ADRA2A,PNMT
5059,ADRA2A,SLC18A1
5060,ADRA2B,PNMT
5061,ADRA2B,SLC18A1
5062,ADRA2C,PNMT
5063,ADRA2C,SLC18A1
5064,ADRB1,PNMT
5065,ADRB1,SLC18A1
5066,ADRB2,PNMT
5067,ADRB2,SLC18A1
5068,ADRB3,PNMT
5069,ADRB3,SLC18A1
5070,ADRA1A,SLC18A2
5071,ADRA1B,SLC18A2
5072,ADRA1D,SLC18A2
5073,ADRA2A,SLC18A2
5074,ADRA2B,SLC18A2
5075,ADRA2C,SLC18A2
5076,ADRB1,SLC18A2
5077,ADRB2,SLC18A2
5078,ADRB3,SLC18A2
5079,GPER1,ADM
5080,CALCRL,ADM2
5081,GPER1,ADM2
5082,RAMP3,ADM2
5083,RAMP2,ADM2
5084,MC2R,AGRP
5085,MC3R,AGRP
5086,MC4R,AGRP
5087,MC5R,AGRP
5088,MC1R,ASIP
5089,LRP4,AGRN
5090,MUSK,AGRN
5091,PTPRS,AGRN
5092,CALCR,IAPP
5093,SORL1,APP
5094,TREM2,APP
5095,TYROBP,APP
5096,NR3C1,CYP11B2
5097,NR3C2,CYP11B2
5098,AR,SRD5A1
5099,AR,SRD5A2
5100,AR,SRD5A3
5101,AR,CYP17A1
5102,NR1H4,HSD17B6
5103,VDR,CYP27B1
5104,NR3C1,CYP11B1
5105,NR3C2,CYP11B1
5106,NR3C2,CYP21A2
5107,ESR1,CYP19A1
5108,ESR2,CYP19A1
5109,GPER1,CYP19A1
5110,NR1I2,CYP19A1
5111,NR1H4,CYP11A1
5112,NR1H4,CYP3A4
5113,NR1I2,CYP11A1
5114,NR1I2,FDX1
5115,NR1I2,FDX2
5116,NR1I2,FDXR
5117,AR,HSD17B12
5118,AR,HSD17B3
5119,ABCA1,APOA1
5120,AMN,APOA1
5121,CUBN,APOA1
5122,TREM2,APOA1
5123,TYROBP,APOA1
5124,TREM2,APOA2
5125,TYROBP,APOA2
5126,APOBR,APOB
5127,TREM2,APOB
5128,TYROBP,APOB
5129,TREM2,APOE
5130,TYROBP,APOE
5131,CNR1,DAGLA
5132,CNR2,DAGLA
5133,GPR55,DAGLA
5134,CNR1,DAGLB
5135,CNR2,DAGLB
5136,GPR55,DAGLB
5137,NGFR,NGF
5138,NTRK1,NGF
5139,SORT1,NGF
5140,ACVR1B,GDF2
5141,BMPR1B,GDF2
5142,NGFR,BDNF
5143,NTRK2,BDNF
5144,SORT1,BDNF
5145,CALCR,CALCB
5146,NRXN1,CLSTN1
5147,NRXN2,CLSTN1
5148,NRXN3,CLSTN1
5149,NRXN1,CLSTN2
5150,NRXN2,CLSTN2
5151,NRXN3,CLSTN2
5152,NRXN1,CLSTN3
5153,NRXN2,CLSTN3
5154,NRXN3,CLSTN3
5155,F2RL3,CTSG
5156,FPR1,CTSG
5157,DPP4,CCL11
5158,DPP4,CCL22
5159,CCR3,CCL3
5160,DPP4,CXCL10
5161,DPP4,CXCL11
5162,DPP4,CXCL12
5163,DPP4,CXCL2
5164,CXCR1,CXCL5
5165,DPP4,CXCL9
5166,CCKAR,CCK
5167,CCKBR,CCK
5168,RORA,CEL
5169,RORC,CEL
5170,RORA,LIPA
5171,RORC,LIPA
5172,RORA,DHCR24
5173,RORC,DHCR24
5174,NR1H2,DHCR7
5175,NR1H3,DHCR7
5176,RORA,DHCR7
5177,RORC,DHCR7
5178,CHRM1,SLC10A4
5179,CHRM2,SLC10A4
5180,CHRM3,SLC10A4
5181,CHRM4,SLC10A4
5182,CHRM5,SLC10A4
5183,CHRNB1,CHAT
5184,CHRND,CHAT
5185,CHRNE,CHAT
5186,CHRNA1,SLC10A4
5187,CHRNB1,SLC10A4
5188,CHRND,SLC10A4
5189,CHRNE,SLC10A4
5190,CHRNG,CHAT
5191,CHRNG,SLC10A4
5192,CHRNA3,SLC10A4
5193,CHRNB4,SLC10A4
5194,CHRNA4,SLC10A4
5195,CHRNB2,SLC10A4
5196,CHRNA7,SLC10A4
5197,CHRM1,SLC18A3
5198,CHRM2,SLC18A3
5199,CHRM3,SLC18A3
5200,CHRM4,SLC18A3
5201,CHRM5,SLC18A3
5202,CHRNA1,SLC18A3
5203,CHRNB1,SLC18A3
5204,CHRND,SLC18A3
5205,CHRNE,SLC18A3
5206,CHRNG,SLC18A3
5207,CHRNA3,SLC18A3
5208,CHRNB4,SLC18A3
5209,CHRNA4,SLC18A3
5210,CHRNB2,SLC18A3
5211,CHRNA7,SLC18A3
5212,CHRM1,SLC5A7
5213,CHRM2,SLC5A7
5214,CHRM3,SLC5A7
5215,CHRM4,SLC5A7
5216,CHRM5,SLC5A7
5217,CHRNA1,SLC5A7
5218,CHRNB1,SLC5A7
5219,CHRND,SLC5A7
5220,CHRNE,SLC5A7
5221,CHRNG,SLC5A7
5222,CHRNA3,SLC5A7
5223,CHRNB4,SLC5A7
5224,CHRNA4,SLC5A7
5225,CHRNB2,SLC5A7
5226,CHRNA7,SLC5A7
5227,LHCGR,CGA
5228,LHCGR,CGB1
5229,LHCGR,CGB2
5230,LHCGR,CGB3
5231,LHCGR,CGB7
5232,FSHR,CGA
5233,FSHR,FSHB
5234,LHCGR,LHB
5235,TSHR,CGA
5236,TSHR,TSHB
5237,GPR15,C10orf99
5238,SUSD2,C10orf99
5239,C5AR2,C4A
5240,C5AR1,C5
5241,C5AR2,C5
5242,CRHR1,CRH
5243,CRHR2,CRH
5244,PPARA,SULT1A1
5245,PPARD,SULT1A1
5246,PPARG,SULT1A1
5247,PPARA,SULT1E1
5248,PPARD,SULT1E1
5249,PPARG,SULT1E1
5250,PPARA,SULT2A1
5251,PPARD,SULT2A1
5252,PPARG,SULT2A1
5253,ESR1,UBASH3B
5254,NR1I2,UBASH3B
5255,PPARA,UBASH3B
5256,BOC,DHH
5257,PTCH1,DHH
5258,CDON,DHH
5259,GAS1,DHH
5260,PGR,DHRS9
5261,GPR143,TYR
5262,ADORA1,ENTPD1
5263,ADORA2A,ENTPD1
5264,ADORA2B,ENTPD1
5265,ADORA3,ENTPD1
5266,ESR1,HSD17B1
5267,ESR2,HSD17B1
5268,GPER1,HSD17B1
5269,NR1I2,HSD17B1
5270,KLB,FGF19
5271,FGFR4,FGF21
5272,KLB,FGF21
5273,KL,FGF23
5274,GABBR1,GAD1
5275,GABBR1,SLC32A1
5276,GABBR2,GAD1
5277,GABBR2,SLC32A1
5278,GABRA1,GAD1
5279,GABRB2,GAD1
5280,GABRA1,SLC32A1
5281,GABRB2,SLC32A1
5282,GABRD,GAD1
5283,GABRD,SLC32A1
5284,GABRG2,GAD1
5285,GABRG2,SLC32A1
5286,GABRB3,GAD1
5287,GABRB3,SLC32A1
5288,GABRA2,GAD1
5289,GABRA2,SLC32A1
5290,GABRA3,GAD1
5291,GABRE,GAD1
5292,GABRA3,SLC32A1
5293,GABRE,SLC32A1
5294,GABRQ,GAD1
5295,GABRQ,SLC32A1
5296,GABRA4,GAD1
5297,GABRA4,SLC32A1
5298,GABRA5,GAD1
5299,GABRA5,SLC32A1
5300,GABRA6,GAD1
5301,GABRA6,SLC32A1
5302,GABBR1,SLC6A1
5303,GABBR2,SLC6A1
5304,GABRA1,SLC6A1
5305,GABRB2,SLC6A1
5306,GABRD,SLC6A1
5307,GABRG2,SLC6A1
5308,GABRB3,SLC6A1
5309,GABRA2,SLC6A1
5310,GABRA3,SLC6A1
5311,GABRE,SLC6A1
5312,GABRQ,SLC6A1
5313,GABRA4,SLC6A1
5314,GABRA5,SLC6A1
5315,GABRA6,SLC6A1
5316,GABBR1,SLC6A11
5317,GABBR2,SLC6A11
5318,GABRA1,SLC6A11
5319,GABRB2,SLC6A11
5320,GABRD,SLC6A11
5321,GABRG2,SLC6A11
5322,GABRB3,SLC6A11
5323,GABRA2,SLC6A11
5324,GABRA3,SLC6A11
5325,GABRE,SLC6A11
5326,GABRQ,SLC6A11
5327,GABRA4,SLC6A11
5328,GABRA5,SLC6A11
5329,GABRA6,SLC6A11
5330,GABBR1,SLC6A12
5331,GABBR2,SLC6A12
5332,GABRA1,SLC6A12
5333,GABRB2,SLC6A12
5334,GABRD,SLC6A12
5335,GABRG2,SLC6A12
5336,GABRB3,SLC6A12
5337,GABRA2,SLC6A12
5338,GABRA3,SLC6A12
5339,GABRE,SLC6A12
5340,GABRQ,SLC6A12
5341,GABRA4,SLC6A12
5342,GABRA5,SLC6A12
5343,GABRA6,SLC6A12
5344,GABBR1,SLC6A13
5345,GABBR2,SLC6A13
5346,GABRA1,SLC6A13
5347,GABRB2,SLC6A13
5348,GABRD,SLC6A13
5349,GABRG2,SLC6A13
5350,GABRB3,SLC6A13
5351,GABRA2,SLC6A13
5352,GABRA3,SLC6A13
5353,GABRE,SLC6A13
5354,GABRQ,SLC6A13
5355,GABRA4,SLC6A13
5356,GABRA5,SLC6A13
5357,GABRA6,SLC6A13
5358,GABBR1,SLC6A6
5359,GABBR2,SLC6A6
5360,GABRA1,SLC6A6
5361,GABRB2,SLC6A6
5362,GABRD,SLC6A6
5363,GABRG2,SLC6A6
5364,GABRB3,SLC6A6
5365,GABRA2,SLC6A6
5366,GABRA3,SLC6A6
5367,GABRE,SLC6A6
5368,GABRQ,SLC6A6
5369,GABRA4,SLC6A6
5370,GABRA5,SLC6A6
5371,GABRA6,SLC6A6
5372,GABBR1,SLC6A8
5373,GABBR2,SLC6A8
5374,GABRA1,SLC6A8
5375,GABRB2,SLC6A8
5376,GABRD,SLC6A8
5377,GABRG2,SLC6A8
5378,GABRB3,SLC6A8
5379,GABRA2,SLC6A8
5380,GABRA3,SLC6A8
5381,GABRE,SLC6A8
5382,GABRQ,SLC6A8
5383,GABRA4,SLC6A8
5384,GABRA5,SLC6A8
5385,GABRA6,SLC6A8
5386,GABBR1,GAD2
5387,GABBR2,GAD2
5388,GABRA1,GAD2
5389,GABRB2,GAD2
5390,GABRD,GAD2
5391,GABRG2,GAD2
5392,GABRB3,GAD2
5393,GABRA2,GAD2
5394,GABRA3,GAD2
5395,GABRE,GAD2
5396,GABRQ,GAD2
5397,GABRA4,GAD2
5398,GABRA5,GAD2
5399,GABRA6,GAD2
5400,GALR1,GAL
5401,GPR151,GAL
5402,GALR3,GAL
5403,GALR1,GALP
5404,GPR151,GALP
5405,GALR2,GALP
5406,GALR3,GALP
5407,MERTK,LGALS3
5408,BCR,LGALS9
5409,CD22,LGALS9
5410,PTPRC,LGALS9
5411,P4HB,LGALS9
5412,ADGRG1,GAST
5413,CCKAR,GAST
5414,GIPR,GIP
5415,GRIA1,GLS
5416,GRIA1,SLC17A6
5417,GRIA2,GLS
5418,GRIA2,SLC17A6
5419,GRIA3,GLS
5420,GRIA3,SLC17A6
5421,GRIA4,GLS
5422,GRIA4,SLC17A6
5423,GRIK1,GLS
5424,GRIK1,SLC17A6
5425,GRIK4,GLS
5426,GRIK4,SLC17A6
5427,GRIK5,GLS
5428,GRIK5,SLC17A6
5429,GRIK2,GLS
5430,GRIK2,SLC17A6
5431,GRIK3,GLS
5432,GRIK3,SLC17A6
5433,GRIN1,GLS
5434,GRIN2A,GLS
5435,GRIN1,SLC17A6
5436,GRIN2A,SLC17A6
5437,GRIN2B,GLS
5438,GRIN2B,SLC17A6
5439,GRIN2C,GLS
5440,GRIN2C,SLC17A6
5441,GRIN2D,GLS
5442,GRIN2D,SLC17A6
5443,GRM1,GLS
5444,GRM1,SLC17A6
5445,GRM2,GLS
5446,GRM2,SLC17A6
5447,GRM3,GLS
5448,GRM3,SLC17A6
5449,GRM4,GLS
5450,GRM4,SLC17A6
5451,GRM5,GLS
5452,GRM5,SLC17A6
5453,GRM6,GLS
5454,GRM6,SLC17A6
5455,GRM7,GLS
5456,GRM7,SLC17A6
5457,GRM8,GLS
5458,GRM8,SLC17A6
5459,GRIA1,SLC17A7
5460,GRIA2,SLC17A7
5461,GRIA3,SLC17A7
5462,GRIA4,SLC17A7
5463,GRIK1,SLC17A7
5464,GRIK4,SLC17A7
5465,GRIK5,SLC17A7
5466,GRIK2,SLC17A7
5467,GRIK3,SLC17A7
5468,GRIN1,SLC17A7
5469,GRIN2A,SLC17A7
5470,GRIN2B,SLC17A7
5471,GRIN2C,SLC17A7
5472,GRIN2D,SLC17A7
5473,GRM1,SLC17A7
5474,GRM2,SLC17A7
5475,GRM3,SLC17A7
5476,GRM4,SLC17A7
5477,GRM5,SLC17A7
5478,GRM6,SLC17A7
5479,GRM7,SLC17A7
5480,GRM8,SLC17A7
5481,GRIA1,SLC17A8
5482,GRIA2,SLC17A8
5483,GRIA3,SLC17A8
5484,GRIA4,SLC17A8
5485,GRIK1,SLC17A8
5486,GRIK4,SLC17A8
5487,GRIK5,SLC17A8
5488,GRIK2,SLC17A8
5489,GRIK3,SLC17A8
5490,GRIN1,SLC17A8
5491,GRIN2A,SLC17A8
5492,GRIN2B,SLC17A8
5493,GRIN2C,SLC17A8
5494,GRIN2D,SLC17A8
5495,GRM1,SLC17A8
5496,GRM2,SLC17A8
5497,GRM3,SLC17A8
5498,GRM4,SLC17A8
5499,GRM5,SLC17A8
5500,GRM6,SLC17A8
5501,GRM7,SLC17A8
5502,GRM8,SLC17A8
5503,GRIA1,SLC1A1
5504,GRIA2,SLC1A1
5505,GRIA3,SLC1A1
5506,GRIA4,SLC1A1
5507,GRIK1,SLC1A1
5508,GRIK4,SLC1A1
5509,GRIK5,SLC1A1
5510,GRIK2,SLC1A1
5511,GRIK3,SLC1A1
5512,GRIN1,SLC1A1
5513,GRIN2A,SLC1A1
5514,GRIN2B,SLC1A1
5515,GRIN2C,SLC1A1
5516,GRIN2D,SLC1A1
5517,GRM1,SLC1A1
5518,GRM2,SLC1A1
5519,GRM3,SLC1A1
5520,GRM4,SLC1A1
5521,GRM5,SLC1A1
5522,GRM6,SLC1A1
5523,GRM7,SLC1A1
5524,GRM8,SLC1A1
5525,GRIA1,SLC1A2
5526,GRIA2,SLC1A2
5527,GRIA3,SLC1A2
5528,GRIA4,SLC1A2
5529,GRIK1,SLC1A2
5530,GRIK4,SLC1A2
5531,GRIK5,SLC1A2
5532,GRIK2,SLC1A2
5533,GRIK3,SLC1A2
5534,GRIN1,SLC1A2
5535,GRIN2A,SLC1A2
5536,GRIN2B,SLC1A2
5537,GRIN2C,SLC1A2
5538,GRIN2D,SLC1A2
5539,GRM1,SLC1A2
5540,GRM2,SLC1A2
5541,GRM3,SLC1A2
5542,GRM4,SLC1A2
5543,GRM5,SLC1A2
5544,GRM6,SLC1A2
5545,GRM7,SLC1A2
5546,GRM8,SLC1A2
5547,GRIA1,SLC1A3
5548,GRIA2,SLC1A3
5549,GRIA3,SLC1A3
5550,GRIA4,SLC1A3
5551,GRIK1,SLC1A3
5552,GRIK4,SLC1A3
5553,GRIK5,SLC1A3
5554,GRIK2,SLC1A3
5555,GRIK3,SLC1A3
5556,GRIN1,SLC1A3
5557,GRIN2A,SLC1A3
5558,GRIN2B,SLC1A3
5559,GRIN2C,SLC1A3
5560,GRIN2D,SLC1A3
5561,GRM1,SLC1A3
5562,GRM2,SLC1A3
5563,GRM3,SLC1A3
5564,GRM4,SLC1A3
5565,GRM5,SLC1A3
5566,GRM6,SLC1A3
5567,GRM7,SLC1A3
5568,GRM8,SLC1A3
5569,GRIA1,SLC1A6
5570,GRIA2,SLC1A6
5571,GRIA3,SLC1A6
5572,GRIA4,SLC1A6
5573,GRIK1,SLC1A6
5574,GRIK4,SLC1A6
5575,GRIK5,SLC1A6
5576,GRIK2,SLC1A6
5577,GRIK3,SLC1A6
5578,GRIN1,SLC1A6
5579,GRIN2A,SLC1A6
5580,GRIN2B,SLC1A6
5581,GRIN2C,SLC1A6
5582,GRIN2D,SLC1A6
5583,GRM1,SLC1A6
5584,GRM2,SLC1A6
5585,GRM3,SLC1A6
5586,GRM4,SLC1A6
5587,GRM5,SLC1A6
5588,GRM6,SLC1A6
5589,GRM7,SLC1A6
5590,GRM8,SLC1A6
5591,GRIA1,SLC1A7
5592,GRIA2,SLC1A7
5593,GRIA3,SLC1A7
5594,GRIA4,SLC1A7
5595,GRIK1,SLC1A7
5596,GRIK4,SLC1A7
5597,GRIK5,SLC1A7
5598,GRIK2,SLC1A7
5599,GRIK3,SLC1A7
5600,GRIN1,SLC1A7
5601,GRIN2A,SLC1A7
5602,GRIN2B,SLC1A7
5603,GRIN2C,SLC1A7
5604,GRIN2D,SLC1A7
5605,GRM1,SLC1A7
5606,GRM2,SLC1A7
5607,GRM3,SLC1A7
5608,GRM4,SLC1A7
5609,GRM5,SLC1A7
5610,GRM6,SLC1A7
5611,GRM7,SLC1A7
5612,GRM8,SLC1A7
5613,GRIA1,GLS2
5614,GRIA2,GLS2
5615,GRIA3,GLS2
5616,GRIA4,GLS2
5617,GRIK1,GLS2
5618,GRIK4,GLS2
5619,GRIK5,GLS2
5620,GRIK2,GLS2
5621,GRIK3,GLS2
5622,GRIN1,GLS2
5623,GRIN2A,GLS2
5624,GRIN2B,GLS2
5625,GRIN2C,GLS2
5626,GRIN2D,GLS2
5627,GRM1,GLS2
5628,GRM2,GLS2
5629,GRM3,GLS2
5630,GRM4,GLS2
5631,GRM5,GLS2
5632,GRM6,GLS2
5633,GRM7,GLS2
5634,GRM8,GLS2
5635,GLRA1,SHMT1
5636,GLRB,SHMT1
5637,GLRA1,SLC6A5
5638,GLRB,SLC6A5
5639,GLRA2,SHMT1
5640,GLRA2,SLC6A5
5641,GLRA1,SLC6A9
5642,GLRB,SLC6A9
5643,GLRA2,SLC6A9
5644,GLRA1,SHMT2
5645,GLRB,SHMT2
5646,GLRA2,SHMT2
5647,ACVR2A,MSTN
5648,GHRHR,GHRH
5649,GHRHR,GHRL
5650,GHSR,GHRL
5651,GPR39,GHRL
5652,HRH1,HDC
5653,HRH2,HDC
5654,HRH3,HDC
5655,HRH4,HDC
5656,KLRC3,HLA-E
5657,KLRK1,HLA-E
5658,FPR2,MT-RNR2
5659,FPR3,MT-RNR2
5660,BOC,IHH
5661,CDON,IHH
5662,GAS1,IHH
5663,ACVR1,INHBA
5664,ACVR1,INHBB
5665,RXFP2,INSL3
5666,RXFP4,INSL5
5667,GPC3,IGF1
5668,ITGA6,IGF1
5669,ITGB4,IGF1
5670,ITGAV,IGF1
5671,ITGB3,IGF1
5672,TMEM219,IGFBP3
5673,IGFLR1,IGFL1
5674,IGFLR1,IGFL2
5675,IGFLR1,IGFL3
5676,IL1RAP,IL1F10
5677,IL1RAP,IL1RN
5678,IL17RA,IL25
5679,IL1RAP,IL36RN
5680,IL13RA1,IL4
5681,HCST,RAET1G
5682,KLRK1,RAET1G
5683,HCST,RAET1L
5684,KLRK1,RAET1L
5685,BDKRB1,KNG1
5686,BDKRB2,KNG1
5687,RXFP4,KNG1
5688,TDGF1,LEFTY1
5689,TDGF1,LEFTY2
5690,PTPRD,LRRC4B
5691,PTPRF,LRRC4B
5692,PTPRS,LRRC4B
5693,PTPRF,LRRC4C
5694,NRXN1,LRRTM1
5695,NRXN2,LRRTM1
5696,NRXN3,LRRTM1
5697,NRXN1,LRRTM2
5698,NRXN2,LRRTM2
5699,NRXN3,LRRTM2
5700,NRXN1,LRRTM3
5701,NRXN2,LRRTM3
5702,NRXN3,LRRTM3
5703,NRXN1,LRRTM4
5704,NRXN2,LRRTM4
5705,NRXN3,LRRTM4
5706,PTPRS,LRRTM4
5707,AGRN,NCAM1
5708,CYSLTR1,DPEP1
5709,CYSLTR2,DPEP1
5710,CYSLTR1,DPEP2
5711,CYSLTR2,DPEP2
5712,CYSLTR1,DPEP3
5713,CYSLTR2,DPEP3
5714,CYSLTR1,GGT1
5715,CYSLTR2,GGT1
5716,CYSLTR1,GGT5
5717,CYSLTR2,GGT5
5718,GPR17,GGT1
5719,GPR17,GGT5
5720,GPR17,LTA4H
5721,LTB4R,LTA4H
5722,LTB4R2,LTA4H
5723,CYSLTR1,LTC4S
5724,CYSLTR2,LTC4S
5725,LTB4R,PTGR1
5726,LTB4R2,PTGR1
5727,CYSLTR1,ALOX12
5728,FPR2,ALOX12
5729,CYSLTR1,ALOX5
5730,CYSLTR1,ALOX5AP
5731,CYSLTR2,ALOX5
5732,CYSLTR2,ALOX5AP
5733,FPR2,ALOX5
5734,FPR2,ALOX5AP
5735,FPR2,LTC4S
5736,GPR17,ALOX5
5737,GPR17,ALOX5AP
5738,GPR17,LTC4S
5739,OXER1,ALOX5
5740,OXER1,ALOX5AP
5741,OXER1,LTC4S
5742,MTNR1A,ASMT
5743,MTNR1B,ASMT
5744,PTPRZ1,MDK
5745,BMPR1B,AMH
5746,DSCAM,NTN1
5747,UNC5A,NTN1
5748,UNC5B,NTN1
5749,NTRK2,NTN4
5750,UNC5B,NTN4
5751,UNC5D,NTN4
5752,ITGA6,NRG1
5753,ITGB4,NRG1
5754,NRXN2,NLGN1
5755,NRXN3,NLGN1
5756,NRXN1,NLGN2
5757,NRXN2,NLGN2
5758,NRXN3,NLGN2
5759,NRXN1,NLGN3
5760,NRXN2,NLGN3
5761,NRXN3,NLGN3
5762,PTPRD,NLGN3
5763,NRXN1,NLGN4X
5764,NRXN2,NLGN4X
5765,NRXN3,NLGN4X
5766,NRXN1,NLGN4Y
5767,NRXN2,NLGN4Y
5768,NMUR1,NMS
5769,NMUR2,NMS
5770,NMUR1,NMU
5771,NMUR2,NMU
5772,NPBWR1,NPB
5773,NPBWR2,NPB
5774,NPFFR1,NPFF
5775,NPFFR2,NPFF
5776,NPR1,NPPA
5777,NPSR1,NPS
5778,NPBWR1,NPW
5779,NPBWR2,NPW
5780,NTSR1,NTS
5781,NTSR2,NTS
5782,SORT1,NTS
5783,NGFR,NTF3
5784,NTRK1,NTF3
5785,NTRK2,NTF3
5786,NTRK3,NTF3
5787,NGFR,NTF4
5788,NTRK2,NTF4
5789,CFC1,NODAL
5790,TDGF1,NODAL
5791,ADRA1A,DBH
5792,ADRA1B,DBH
5793,ADRA1D,DBH
5794,ADRA2A,DBH
5795,ADRA2B,DBH
5796,ADRA2C,DBH
5797,ADRB1,DBH
5798,ADRB2,DBH
5799,ADRB3,DBH
5800,ADRA1A,SLC6A2
5801,ADRA1B,SLC6A2
5802,ADRA1D,SLC6A2
5803,ADRA2A,SLC6A2
5804,ADRA2B,SLC6A2
5805,ADRA2C,SLC6A2
5806,ADRB1,SLC6A2
5807,ADRB2,SLC6A2
5808,ADRB3,SLC6A2
5809,OPRD1,PDYN
5810,OPRK1,PDYN
5811,OPRM1,PDYN
5812,OPRD1,PENK
5813,OPRK1,PENK
5814,OPRM1,PENK
5815,OPRL1,PNOC
5816,HCRTR1,HCRT
5817,HCRTR2,HCRT
5818,PTH1R,PTH2
5819,PTH2R,PTH2
5820,PRLHR,PTHLH
5821,PDGFRA,PDGFD
5822,MC1R,POMC
5823,GCGR,GCG
5824,GLP1R,GCG
5825,GLP2R,GCG
5826,MCHR1,PMCH
5827,MCHR2,PMCH
5828,NPY1R,NPY
5829,NPY2R,NPY
5830,NPY4R,NPY
5831,NPY5R,NPY
5832,PRLHR,NPY
5833,CATSPER1,HSD3B1
5834,CATSPERB,HSD3B1
5835,CATSPERD,HSD3B1
5836,CATSPER2,HSD3B1
5837,CATSPER3,HSD3B1
5838,CATSPER4,HSD3B1
5839,PGR,HSD3B1
5840,GNRHR,GNRH1
5841,GNRHR2,GNRH1
5842,GNRHR,GNRH2
5843,GNRHR2,GNRH2
5844,PROKR1,PROK1
5845,PROKR2,PROK1
5846,PROKR1,PROK2
5847,PROKR2,PROK2
5848,PRLHR,PRLH
5849,MC2R,POMC
5850,MC3R,POMC
5851,MC4R,POMC
5852,MC5R,POMC
5853,OPRD1,POMC
